,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.03908779406958942,-0.00197120934644792,-0.0005730465970198264,-0.000285312322708311,0.00012981464684207856,-3.192243716894959e-05,0.0003369798715750311,2.6112148867475852e-05,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
1,-0.03724769034500687,0.0017018695810858875,-0.0005730465970198264,-0.000285312322708311,0.00012981464684207856,-3.192243716894959e-05,0.0003369798715750311,2.6112148867475852e-05,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
2,-0.04033604568921471,-0.008135955813726378,-0.010711905743683473,-0.000285312322708311,0.00012981464684207856,-3.192243716894959e-05,0.0003369798715750311,2.6112148867475852e-05,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
3,-0.028046698229520266,0.0225598769093474,0.031062067046378285,0.022632488619738093,0.00012981464684207856,-3.192243716894959e-05,0.0003369798715750311,2.6112148867475852e-05,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
4,-0.03083479723674696,-0.007536606326254363,-0.03159047088436286,-0.034657393715393,-0.031001144754171265,-3.192243716894959e-05,0.0003369798715750311,2.6112148867475852e-05,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
5,-0.034676875269298545,-0.009640481285183512,-0.00274129933730771,0.015541757182809054,0.027407715471207506,0.03132877178924133,0.0003369798715750311,2.6112148867475852e-05,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
6,-0.020612970584363427,0.026102116763902956,0.03626326149059877,0.021113149475355725,0.003157273950245659,-0.013052390195995113,-0.02293806181409556,2.6112148867475852e-05,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
7,-0.02797202192988314,-0.016660803233335974,-0.044644495840333566,-0.04467246904655231,-0.03561767401784003,-0.02085084070025372,-0.003752801748623142,0.010306740792333966,0.00013945144219916012,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
8,-0.028784518919199746,-0.0035930557294938177,0.012894569058721283,0.03128144438482615,0.04140269039737165,0.041321599756415014,0.03294239348851028,0.019689628512213665,0.004986665716095115,3.42492593667408e-05,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
9,-0.03426873337705385,-0.012918392535151068,-0.010183735196719399,-0.01294640121826177,-0.023903316680078206,-0.03509581019668069,-0.03973899656998243,-0.038920995053867306,-0.030138887128295096,-0.01846581269692634,-0.00016246330581971786,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
10,-0.03646980521061525,-0.006364826109369651,0.006181056493114321,0.008692647238308964,0.011888336597322227,0.0191852149964176,0.028803857880099693,0.03675554038490412,0.03923406641884615,0.03657186460733765,0.0283254030350055,1.9947875814638844e-05,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
11,-0.03754438830554782,-0.0041162126248779655,0.0017443736131997924,-0.002719340218442254,-0.006071387096299581,-0.009674798551737696,-0.014798225885448229,-0.023338534967990848,-0.03090524061033095,-0.0369069921030015,-0.03819560626112058,-0.03413339962924511,-0.0003477270184130837,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
12,-0.03077829999800092,0.011534755590349053,0.015556835350953554,0.007292402399849926,0.005570132208680122,0.006218604038533279,0.00867203896576362,0.012602906848323207,0.018706855742191376,0.02616413995089014,0.03248357242680739,0.03630819089322169,0.03660281094798984,3.6225229886747896e-06,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
13,-0.022052990320209836,0.015445608350050079,0.0034574767841797195,-0.006923194062090669,-0.00759485048214328,-0.00710042189204287,-0.0066479855930473295,-0.008183288336736195,-0.01059872906352463,-0.015400529432173005,-0.021676611501778506,-0.027787080343143367,-0.03396926701658834,-0.03546986046924978,-0.00036543271806052446,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
14,-0.024790540822146906,-0.007435705139480349,-0.024154519661518235,-0.015433649813764253,-0.004494713135212837,0.0016325931692273068,0.004916880002632169,0.006223270180347889,0.0075819018014604824,0.009609694203870586,0.012782994115265131,0.017712266407649335,0.02351921475692181,0.028900556540799587,0.032977500076507425,6.040623528866377e-06,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
15,-0.033157042435508106,-0.01867180092868945,-0.012152962685516897,0.0062989140604922675,0.0119391522833157,0.008791694842123873,0.00409146448655765,-0.0004161956628775002,-0.0032905068571141972,-0.005692072962203428,-0.008082759349486015,-0.010692988331514544,-0.015247865358561204,-0.019482885410440458,-0.025427346688545134,-0.02955253954795015,-0.0002865188487180219,2.3884846026934002e-05,-0.00018734720815463186,4.046171953105872e-05
